                                         s                                         | ind 
 5316749286421957   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5316749286471953   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5316749286721953   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5316749286721954   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5316749286741953   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5316784926241953   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5316784926241957   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5316784926241958   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5316784926271953   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5316784926271958   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5316784926421953   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5316784926421957   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5316784926421958   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5316784926471953   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5316784926471958   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5316784926721953   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5316784926721958   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5316784926741953   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5316784926741958   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5316789246241953   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5316789246241957   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5316789246241958   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5316789246271953   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5316789246271958   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5316789246421953   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5316789246421957   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5316789246421958   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5316789246471953   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5316789246471958   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5316789246721953   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5316789246721958   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5316789246741953   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5316789246741958   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5316789426241953   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5316789426241957   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5316789426241958   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5316789426271953   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5316789426271958   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5316789426421953   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5316789426421957   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5316789426421958   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5316789426471953   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5316789426471958   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5316789426721953   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5316789426721958   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5316789426741953   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5316789426741958   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5326741986471953   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5326741986741953   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5326749186471953   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5326749186741953   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5326781946471953   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5326781946471958   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5326781946741953   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5326781946741958   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5326789146471953   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5326789146471958   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5326789146741953   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5326789146741958   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5342761986271953   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5342761986271954   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5342761986721953   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5342761986721954   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5342769186271953   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5342769186271954   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5342769186721953   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5342769186721954   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5346721986271953   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5346721986271954   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5346721986721953   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5346721986721954   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5346729186271953   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5346729186271954   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5346729186721953   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5346729186721954   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5346781926271953   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5346781926271954   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5346781926271958   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5346781926721953   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5346781926721954   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5346781926721958   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5346789126271953   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5346789126271954   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5346789126271958   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5346789126721953   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5346789126721954   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 5346789126721958   98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  17
 53127649862419573  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53127649864219573  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53127649864719532  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53127649867419532  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53127689462419573  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53127689464219573  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53127689464719532  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53127689467419532  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53127694862419573  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53127694864219573  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53127694864719532  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53127694867419532  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53167249862419573  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53167249864219573  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53167249864719532  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53167249867419532  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53167289462419573  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53167289464219573  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53167289464719532  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53167289467419532  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53167294862419573  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53167294864219573  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53167294864719532  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53167294867419532  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53167489262419573  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53167489262719534  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53167489262719543  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53167489264219573  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53167489267219534  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53167489267219543  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53167492862419573  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53167492862719534  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53167492862719543  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53167492864219573  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53167492867219534  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53167492867219543  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53167849262419573  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53167849262419583  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53167849262719583  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53167849264219573  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53167849264219583  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53167849264719583  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53167849267219583  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53167849267419583  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53167892462419573  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53167892462419583  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53167892462719583  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53167892464219573  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53167892464219583  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53167892464719583  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53167892467219583  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53167892467419583  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53167894262419573  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53167894262419583  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53167894262719583  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53167894264219573  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53167894264219583  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53167894264719583  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53167894267219583  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53167894267419583  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53267419864719532  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53267419867419532  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53267491864719532  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53267491867419532  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53267819464719532  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53267819464719582  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53267819464719583  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53267819467419532  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53267819467419582  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53267819467419583  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53267891464719532  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53267891464719582  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53267891464719583  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53267891467419532  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53267891467419582  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53267891467419583  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53427619862719534  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53427619862719543  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53427619867219534  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53427619867219543  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53427691862719534  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53427691862719543  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53427691867219534  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53427691867219543  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53467219862719534  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53467219862719543  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53467219867219534  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53467219867219543  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53467291862719534  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53467291862719543  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53467291867219534  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53467291867219543  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53467819262719534  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53467819262719543  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53467819262719583  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53467819262719584  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53467819267219534  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53467819267219543  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53467819267219583  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53467819267219584  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
 53467891262719534  98    6 8   6   34  8 3  17   2   6 6    28    419  5    8  79 |  18
